Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
624,11,38,702.813,707.861,54001.066,214,110.119,104.328,NA,0,0,0,108.435
625,11,39,702.813,707.861,55201.089,91,110.119,104.328,NA,0,0,0,0
626,11,40,701.804,705.337,56401.113,91,112.837,107.042,NA,2.718,0.002,-111.801,-111.801
627,11,41,701.804,705.337,57601.137,122,112.837,107.042,NA,0,0,0,111.801
628,11,42,700.794,704.328,58801.16,30,114.265,108.386,NA,1.428,0.001,-135,-135
629,11,43,697.26,691.203,60001.184,30,127.857,121.783,NA,13.592,0.011,-105.068,29.932
630,11,44,696.251,684.135,61201.208,122,134.996,128.658,NA,7.139,0.006,-98.13,6.938
631,11,45,693.222,678.583,62401.231,61,141.321,134.957,NA,6.325,0.005,-118.61,-20.48
632,11,46,693.222,678.583,63601.255,30,141.321,134.957,NA,0,0,0,118.61
633,11,47,693.727,676.059,64801.279,30,143.895,137.076,NA,2.574,0.002,-78.69,-78.69
634,11,48,693.727,676.059,66001.302,30,143.895,137.076,NA,0,0,0,78.69
635,11,49,693.727,676.059,67201.326,30,143.895,137.076,NA,0,0,0,0
636,11,50,694.231,674.544,68401.35,30,145.492,138.278,NA,1.596,0.001,-71.565,-71.565
637,11,51,694.736,670.506,69601.374,30,149.562,141.828,NA,4.07,0.003,-82.875,-11.31
638,11,52,694.231,663.438,70801.397,30,156.647,148.596,NA,7.085,0.006,-94.086,-11.211
639,11,53,693.222,656.876,72001.421,61,163.286,155.093,NA,6.64,0.006,-98.746,-4.661
640,11,54,689.688,648.799,73201.445,30,172.102,163.896,NA,8.816,0.007,-113.629,-14.883
641,11,55,685.65,634.16,74401.468,61,187.289,179.026,NA,15.186,0.013,-105.422,8.207
642,11,56,684.64,632.645,75601.492,61,189.109,180.796,NA,1.82,0.002,-123.69,-18.268
643,11,57,681.611,627.597,76801.516,91,194.996,186.584,NA,5.887,0.005,-120.964,2.726
644,11,58,681.611,624.569,78001.539,30,198.024,189.422,NA,3.029,0.003,-90,30.964
645,11,59,681.611,624.569,79201.563,30,198.024,189.422,NA,0,0,0,90
646,11,60,682.116,619.521,80401.587,61,203.098,193.995,NA,5.073,0.004,-84.289,-84.289
647,11,61,682.116,619.521,81601.61,61,203.098,193.995,NA,0,0,0,84.289
648,11,62,682.116,616.492,82801.634,91,206.127,196.851,NA,3.029,0.003,-90,-90
649,11,63,682.116,616.492,84001.658,30,206.127,196.851,NA,0,0,0,90
650,11,64,682.116,616.492,85201.681,30,206.127,196.851,NA,0,0,0,0
651,11,65,682.116,616.492,86401.705,61,206.127,196.851,NA,0,0,0,0
652,11,66,682.116,616.492,87601.729,30,206.127,196.851,NA,0,0,0,0
653,11,67,682.116,616.492,88801.752,30,206.127,196.851,NA,0,0,0,0
654,11,68,682.116,616.492,90001.776,30,206.127,196.851,NA,0,0,0,0
655,11,69,682.116,616.492,91201.8,30,206.127,196.851,NA,0,0,0,0
656,11,70,682.116,616.492,92401.823,0,206.127,196.851,NA,0,0,0,0
657,11,71,682.116,614.977,93601.847,30,207.641,198.281,NA,1.514,0.001,-90,-90
658,11,72,682.621,613.463,94801.871,0,209.237,199.548,NA,1.596,0.001,-71.565,18.435
659,11,73,683.631,611.444,96001.895,30,211.495,201.138,NA,2.258,0.002,-63.435,8.13
660,11,74,683.631,609.424,97201.918,30,213.514,203.054,NA,2.019,0.002,-90,-26.565
661,11,75,684.135,607.91,98401.942,30,215.11,204.336,NA,1.596,0.001,-71.565,18.435
662,11,76,684.135,607.91,99601.966,0,215.11,204.336,NA,0,0,0,71.565
663,11,77,684.135,607.91,100801.989,30,215.11,204.336,NA,0,0,0,0
664,11,78,684.135,607.91,102002.013,30,215.11,204.336,NA,0,0,0,0
665,11,79,684.135,607.91,103202.037,30,215.11,204.336,NA,0,0,0,0
666,11,80,684.135,607.91,104402.06,30,215.11,204.336,NA,0,0,0,0
667,11,81,684.135,607.91,105602.084,30,215.11,204.336,NA,0,0,0,0
668,11,82,684.135,607.91,106802.108,0,215.11,204.336,NA,0,0,0,0
669,11,83,684.135,607.91,108002.131,30,215.11,204.336,NA,0,0,0,0
670,11,84,684.135,607.91,109202.155,30,215.11,204.336,NA,0,0,0,0
671,11,85,684.135,607.91,110402.179,30,215.11,204.336,NA,0,0,0,0
672,11,86,684.135,607.91,111602.202,30,215.11,204.336,NA,0,0,0,0
673,11,87,684.135,607.91,112802.226,0,215.11,204.336,NA,0,0,0,0
674,11,88,684.135,607.91,114002.25,0,215.11,204.336,NA,0,0,0,0
675,12,1,769.952,786.611,28800.568,30,0,0,NA,NA,NA,NA,NA
676,12,2,769.447,787.115,30000.592,61,0.714,0.714,NA,0.714,5.949E-4,135,NA
677,12,3,768.438,786.611,31200.616,61,1.843,1.514,NA,1.129,9.406E-4,-153.435,71.565
678,12,4,767.428,784.591,32400.639,61,4.1,3.232,NA,2.258,0.002,-116.565,36.87
679,12,5,767.428,784.591,33600.663,122,4.1,3.232,NA,0,0,0,116.565
680,12,6,765.914,779.543,34800.687,30,9.371,8.14,NA,5.27,0.004,-106.699,-106.699
681,12,7,764.399,774.495,36000.71,30,14.641,13.327,NA,5.27,0.004,-106.699,0
682,12,8,761.37,761.875,37200.734,30,27.619,26.182,NA,12.978,0.011,-103.496,3.204
683,12,9,756.827,744.712,38400.758,91,45.374,43.906,NA,17.754,0.015,-104.826,-1.331
684,12,10,756.322,739.664,39600.781,30,50.447,48.885,NA,5.073,0.004,-95.711,9.116
685,12,11,754.303,732.092,40800.805,61,58.284,56.72,NA,7.837,0.007,-104.931,-9.221
686,12,12,751.779,726.034,42000.829,91,64.846,63.244,NA,6.562,0.005,-112.62,-7.688
687,12,13,751.779,724.52,43200.853,122,66.361,64.696,NA,1.514,0.001,-90,22.62
688,12,14,751.274,720.481,44400.876,61,70.43,68.716,NA,4.07,0.003,-97.125,-7.125
689,12,15,750.77,709.88,45600.9,61,81.043,79.092,NA,10.613,0.009,-92.726,4.399
690,12,16,750.265,705.842,46800.924,61,85.113,83.133,NA,4.07,0.003,-97.125,-4.399
691,12,17,748.75,700.794,48000.947,91,90.383,88.397,NA,5.27,0.004,-106.699,-9.574
692,12,18,745.721,693.727,49200.971,61,98.072,95.992,NA,7.689,0.006,-113.199,-6.499
693,12,19,743.197,688.174,50400.995,61,104.172,102.008,NA,6.1,0.005,-114.444,-1.245
694,12,20,740.169,684.64,51601.018,91,108.826,106.231,NA,4.654,0.004,-130.601,-16.157
695,12,21,739.664,684.135,52801.042,91,109.54,106.858,NA,0.714,5.949E-4,-135,-4.399
696,12,22,739.159,682.116,54001.066,122,111.621,108.937,NA,2.081,0.002,-104.036,30.964
697,12,23,737.645,678.078,55201.089,122,115.934,113.239,NA,4.313,0.004,-110.556,-6.52
698,12,24,735.625,672.02,56401.113,122,122.32,119.621,NA,6.385,0.005,-108.435,2.121
699,12,25,730.577,660.914,57601.137,122,134.519,131.719,NA,12.199,0.01,-114.444,-6.009
700,12,26,729.568,657.886,58801.16,122,137.711,134.911,NA,3.193,0.003,-108.435,6.009
701,12,27,728.558,655.866,60001.184,122,139.969,137.14,NA,2.258,0.002,-116.565,-8.13
702,12,28,728.558,655.866,61201.208,183,139.969,137.14,NA,0,0,0,116.565
703,12,29,728.558,655.866,62401.231,91,139.969,137.14,NA,0,0,0,0
704,12,30,728.558,655.866,63601.255,91,139.969,137.14,NA,0,0,0,0
705,12,31,727.549,649.809,64801.279,126,146.11,143.223,NA,6.141,0.005,-99.462,-99.462
706,12,32,727.549,648.799,66001.302,122,147.12,144.188,NA,1.01,8.413E-4,-90,9.462
707,12,33,724.015,638.703,67201.326,91,157.816,154.877,NA,10.697,0.009,-109.29,-19.29
708,12,34,723.51,634.16,68401.35,91,162.388,159.368,NA,4.571,0.004,-96.34,12.95
709,12,35,722.5,631.131,69601.374,122,165.58,162.559,NA,3.193,0.003,-108.435,-12.095
710,12,36,722.5,631.131,70801.397,61,165.58,162.559,NA,0,0,0,108.435
711,12,37,722.5,631.131,72001.421,61,165.58,162.559,NA,0,0,0,0
712,12,38,722.5,631.131,73201.445,61,165.58,162.559,NA,0,0,0,0
713,12,39,722.5,631.131,74401.468,30,165.58,162.559,NA,0,0,0,0
714,12,40,721.996,622.045,75601.492,153,174.681,171.411,NA,9.1,0.008,-93.18,-93.18
715,12,41,719.976,615.482,76801.516,122,181.547,178.277,NA,6.866,0.006,-107.103,-13.923
716,12,42,719.976,615.482,78001.539,61,181.547,178.277,NA,0,0,0,107.103
717,12,43,719.976,615.482,79201.563,30,181.547,178.277,NA,0,0,0,0
718,12,44,719.976,615.482,80401.587,0,181.547,178.277,NA,0,0,0,0
719,12,45,719.976,615.482,81601.61,30,181.547,178.277,NA,0,0,0,0
720,12,46,719.976,612.453,82801.634,30,184.576,181.186,NA,3.029,0.003,-90,-90
721,12,47,719.976,605.386,84001.658,30,191.643,187.989,NA,7.067,0.006,-90,0
722,12,48,715.433,590.747,85201.681,153,206.971,203.31,NA,15.328,0.013,-107.241,-17.241
723,12,49,714.928,589.737,86401.705,122,208.1,204.418,NA,1.129,9.406E-4,-116.565,-9.324
724,12,50,714.424,588.727,87601.729,214,209.229,205.526,NA,1.129,9.406E-4,-116.565,0
725,12,51,712.909,582.67,88801.752,91,215.473,211.768,NA,6.244,0.005,-104.036,12.529
726,12,52,708.871,580.146,90001.776,91,220.235,215.311,NA,4.762,0.004,-147.995,-43.958
727,12,53,708.871,580.146,91201.8,91,220.235,215.311,NA,0,0,0,147.995
728,12,54,708.871,580.146,92401.823,30,220.235,215.311,NA,0,0,0,0
729,12,55,708.871,580.146,93601.847,61,220.235,215.311,NA,0,0,0,0
730,12,56,708.871,580.146,94801.871,122,220.235,215.311,NA,0,0,0,0
731,12,57,708.871,580.146,96001.895,61,220.235,215.311,NA,0,0,0,0
732,12,58,708.871,580.146,97201.918,61,220.235,215.311,NA,0,0,0,0
733,12,59,708.366,580.146,98401.942,30,220.74,215.454,NA,0.505,4.207E-4,180,180
734,12,60,708.366,580.146,99601.966,30,220.74,215.454,NA,0,0,0,-180
735,12,61,708.366,580.146,100801.989,30,220.74,215.454,NA,0,0,0,0
736,12,62,708.366,580.146,102002.013,30,220.74,215.454,NA,0,0,0,0
737,12,63,708.366,580.146,103202.037,30,220.74,215.454,NA,0,0,0,0
738,12,64,708.366,580.146,104402.06,30,220.74,215.454,NA,0,0,0,0
739,12,65,708.366,580.146,105602.084,0,220.74,215.454,NA,0,0,0,0
740,12,66,708.366,580.146,106802.108,30,220.74,215.454,NA,0,0,0,0
741,12,67,708.366,580.146,108002.131,30,220.74,215.454,NA,0,0,0,0
742,12,68,708.366,579.641,109202.155,30,221.245,215.938,NA,0.505,4.207E-4,-90,-90
743,12,69,708.366,579.641,110402.179,30,221.245,215.938,NA,0,0,0,90
744,12,70,708.366,579.641,111602.202,61,221.245,215.938,NA,0,0,0,0
745,12,71,708.366,579.641,112802.226,30,221.245,215.938,NA,0,0,0,0
746,13,1,734.616,788.125,22800.45,91,0,0,NA,NA,NA,NA,NA
747,13,2,731.082,785.601,24000.474,61,4.342,4.342,NA,4.342,0.004,-144.462,NA
748,13,3,726.034,779.543,25200.497,61,12.228,12.136,NA,7.885,0.007,-129.806,14.657
749,13,4,724.015,777.524,26400.521,30,15.083,14.992,NA,2.856,0.002,-135,-5.194
750,13,5,720.986,771.466,27600.545,30,21.856,21.524,NA,6.773,0.006,-116.565,18.435
751,13,6,712.404,756.322,28800.568,30,39.263,38.791,NA,17.407,0.015,-119.539,-2.974
752,13,7,708.871,751.274,30000.592,30,45.425,44.953,NA,6.162,0.005,-124.992,-5.453
753,13,8,706.852,747.741,31200.616,61,49.494,49.008,NA,4.07,0.003,-119.745,5.247
754,13,9,704.832,745.721,32400.639,30,52.35,51.818,NA,2.856,0.002,-135,-15.255
755,13,10,702.813,742.188,33600.663,91,56.42,55.872,NA,4.07,0.003,-119.745,15.255
756,13,11,699.784,735.121,34800.687,30,64.109,63.425,NA,7.689,0.006,-113.199,6.546
757,13,12,699.784,735.121,36000.71,91,64.109,63.425,NA,0,0,0,113.199
758,13,13,698.775,733.606,37200.734,122,65.929,65.245,NA,1.82,0.002,-123.69,-123.69
759,13,14,694.231,725.025,38400.758,61,75.639,74.917,NA,9.71,0.008,-117.897,5.793
760,13,15,691.707,719.976,39600.781,61,81.283,80.532,NA,5.644,0.005,-116.565,1.332
761,13,16,689.183,716.443,40800.805,30,85.625,84.867,NA,4.342,0.004,-125.538,-8.973
762,13,17,687.164,711.9,42000.829,61,90.597,89.788,NA,4.972,0.004,-113.962,11.575
763,13,18,687.164,711.395,43200.853,61,91.102,90.217,NA,0.505,4.207E-4,-90,23.962
764,13,19,686.659,708.871,44400.876,61,93.676,92.634,NA,2.574,0.002,-101.31,-11.31
765,13,20,686.659,708.871,45600.9,30,93.676,92.634,NA,0,0,0,101.31
766,13,21,680.602,695.241,46800.924,61,108.591,107.447,NA,14.915,0.012,-113.962,-113.962
767,13,22,678.583,692.212,48000.947,61,112.231,111.081,NA,3.64,0.003,-123.69,-9.728
768,13,23,676.059,687.164,49200.971,30,117.875,116.713,NA,5.644,0.005,-116.565,7.125
769,13,24,674.544,685.145,50400.995,122,120.399,119.22,NA,2.524,0.002,-126.87,-10.305
770,13,25,670.506,679.592,51601.018,91,127.265,126.053,NA,6.866,0.006,-126.027,0.843
771,13,26,670.506,679.592,52801.042,30,127.265,126.053,NA,0,0,0,126.027
772,13,27,666.972,674.039,54001.066,30,133.847,132.632,NA,6.582,0.005,-122.471,-122.471
773,13,28,665.458,670.506,55201.089,30,137.692,136.445,NA,3.844,0.003,-113.199,9.273
774,13,29,662.429,664.448,56401.113,30,144.464,143.202,NA,6.773,0.006,-116.565,-3.366
775,13,30,661.924,661.419,57601.137,122,147.535,146.077,NA,3.071,0.003,-99.462,17.103
776,13,31,661.924,661.419,58801.16,30,147.535,146.077,NA,0,0,0,99.462
777,13,32,659.905,656.876,60001.184,30,152.507,151.023,NA,4.972,0.004,-113.962,-113.962
778,13,33,659.905,656.876,61201.208,61,152.507,151.023,NA,0,0,0,113.962
779,13,34,659.905,656.876,62401.231,91,152.507,151.023,NA,0,0,0,0
780,13,35,659.4,654.857,63601.255,30,154.588,153.029,NA,2.081,0.002,-104.036,-104.036
781,13,36,659.4,653.342,64801.279,30,156.102,154.35,NA,1.514,0.001,-90,14.036
782,13,37,659.4,650.818,66001.302,30,158.626,156.558,NA,2.524,0.002,-90,0
783,13,38,659.4,650.818,67201.326,61,158.626,156.558,NA,0,0,0,90
784,13,39,659.4,646.78,68401.35,91,162.665,160.112,NA,4.038,0.003,-90,-90
785,13,40,656.371,638.198,69601.374,30,171.765,169.116,NA,9.1,0.008,-109.44,-19.44
786,13,41,652.838,633.655,70801.397,0,177.521,174.782,NA,5.756,0.005,-127.875,-18.435
787,13,42,651.828,630.626,72001.421,30,180.714,177.932,NA,3.193,0.003,-108.435,19.44
788,13,43,650.314,627.597,73201.445,61,184.1,181.317,NA,3.386,0.003,-116.565,-8.13
789,13,44,650.314,627.597,74401.468,30,184.1,181.317,NA,0,0,0,116.565
790,13,45,650.314,627.597,75601.492,61,184.1,181.317,NA,0,0,0,0
791,13,46,649.304,626.083,76801.516,30,185.92,183.128,NA,1.82,0.002,-123.69,-123.69
792,13,47,647.285,625.073,78001.539,30,188.178,184.966,NA,2.258,0.002,-153.435,-29.745
793,13,48,647.285,622.549,79201.563,30,190.702,187.195,NA,2.524,0.002,-90,63.435
794,13,49,647.285,620.53,80401.587,0,192.721,188.983,NA,2.019,0.002,-90,0
795,13,50,647.285,620.53,81601.61,30,192.721,188.983,NA,0,0,0,90
796,13,51,647.285,620.53,82801.634,30,192.721,188.983,NA,0,0,0,0
797,13,52,647.285,620.53,84001.658,30,192.721,188.983,NA,0,0,0,0
798,13,53,647.285,620.53,85201.681,0,192.721,188.983,NA,0,0,0,0
799,13,54,647.285,620.53,86401.705,0,192.721,188.983,NA,0,0,0,0
800,13,55,647.285,620.53,87601.729,0,192.721,188.983,NA,0,0,0,0
801,13,56,647.285,620.53,88801.752,0,192.721,188.983,NA,0,0,0,0
802,13,57,647.285,620.53,90001.776,0,192.721,188.983,NA,0,0,0,0
803,13,58,647.285,620.53,91201.8,0,192.721,188.983,NA,0,0,0,0
804,13,59,647.285,620.53,92401.823,30,192.721,188.983,NA,0,0,0,0
805,13,60,647.285,620.53,93601.847,0,192.721,188.983,NA,0,0,0,0
806,13,61,647.285,620.53,94801.871,0,192.721,188.983,NA,0,0,0,0
807,13,62,647.285,620.53,96001.895,0,192.721,188.983,NA,0,0,0,0
808,13,63,647.285,620.53,97201.918,0,192.721,188.983,NA,0,0,0,0
809,14,1,868.389,759.856,28800.568,255,0,0,NA,NA,NA,NA,NA
810,14,2,867.884,759.856,30000.592,255,0.505,0.505,NA,0.505,4.207E-4,180,NA
811,14,3,868.894,750.265,31200.616,255,10.149,9.605,NA,9.644,0.008,-83.991,96.009
812,14,4,868.894,746.731,32400.639,255,13.683,13.135,NA,3.534,0.003,-90,-6.009
813,14,5,868.894,743.197,33600.663,245,17.216,16.666,NA,3.534,0.003,-90,0
814,14,6,868.894,743.197,34800.687,255,17.216,16.666,NA,0,0,0,90
815,14,7,869.398,740.673,36000.71,255,19.79,19.209,NA,2.574,0.002,-78.69,-78.69
816,14,8,869.398,734.111,37200.734,255,26.353,25.765,NA,6.562,0.005,-90,-11.31
817,14,9,869.398,729.063,38400.758,255,31.401,30.81,NA,5.048,0.004,-90,0
818,14,10,869.398,723.51,39600.781,245,36.954,36.36,NA,5.553,0.005,-90,0
819,14,11,869.903,718.967,40800.805,255,41.525,40.917,NA,4.571,0.004,-83.66,6.34
820,14,12,869.903,715.938,42000.829,255,44.554,43.944,NA,3.029,0.003,-90,-6.34
821,14,13,870.408,713.414,43200.853,61,47.128,46.486,NA,2.574,0.002,-78.69,11.31
822,14,14,870.408,712.909,44400.876,255,47.632,46.99,NA,0.505,4.207E-4,-90,-11.31
823,14,15,870.408,712.909,45600.9,214,47.632,46.99,NA,0,0,0,90
824,14,16,871.418,711.395,46800.924,255,49.453,48.556,NA,1.82,0.002,-56.31,-56.31
825,14,17,871.418,708.366,48000.947,255,52.481,51.579,NA,3.029,0.003,-90,-33.69
826,14,18,872.932,705.842,49200.971,255,55.425,54.205,NA,2.943,0.002,-59.036,30.964
827,14,19,872.932,705.842,50400.995,255,55.425,54.205,NA,0,0,0,59.036
828,14,20,872.932,705.842,51601.018,255,55.425,54.205,NA,0,0,0,0
829,14,21,872.932,699.784,52801.042,30,61.483,60.243,NA,6.058,0.005,-90,-90
830,14,22,872.932,689.183,54001.066,30,72.083,70.818,NA,10.601,0.009,-90,0
831,14,23,872.932,682.116,55201.089,30,79.151,77.872,NA,7.067,0.006,-90,0
832,14,24,874.446,675.049,56401.113,91,86.378,85.023,NA,7.228,0.006,-77.905,12.095
833,14,25,874.446,664.953,57601.137,183,96.474,95.096,NA,10.096,0.008,-90,-12.095
834,14,26,874.446,658.895,58801.16,255,102.532,101.142,NA,6.058,0.005,-90,0
835,14,27,873.942,650.818,60001.184,255,110.625,109.179,NA,8.093,0.007,-93.576,-3.576
836,14,28,873.437,647.285,61201.208,255,114.194,112.684,NA,3.57,0.003,-98.13,-4.554
837,14,29,873.437,643.751,62401.231,255,117.728,116.215,NA,3.534,0.003,-90,8.13
838,14,30,873.437,640.217,63601.255,255,121.261,119.745,NA,3.534,0.003,-90,0
839,14,31,873.437,639.208,64801.279,255,122.271,120.754,NA,1.01,8.413E-4,-90,0
840,14,32,872.427,635.169,66001.302,255,126.434,124.752,NA,4.163,0.003,-104.036,-14.036
841,14,33,872.427,635.169,67201.326,255,126.434,124.752,NA,0,0,0,104.036
842,14,34,872.427,635.169,68401.35,255,126.434,124.752,NA,0,0,0,0
843,14,35,872.427,635.169,69601.374,255,126.434,124.752,NA,0,0,0,0
844,14,36,872.427,630.626,70801.397,255,130.977,129.293,NA,4.543,0.004,-90,-90
845,14,37,870.913,624.569,72001.421,255,137.221,135.311,NA,6.244,0.005,-104.036,-14.036
846,14,38,870.408,620.53,73201.445,255,141.291,139.34,NA,4.07,0.003,-97.125,6.911
847,14,39,867.884,614.472,74401.468,255,147.853,145.384,NA,6.562,0.005,-112.62,-15.495
848,14,40,867.884,613.463,75601.492,255,148.863,146.394,NA,1.01,8.413E-4,-90,22.62
849,14,41,867.884,613.463,76801.516,255,148.863,146.394,NA,0,0,0,90
850,14,42,867.884,613.463,78001.539,245,148.863,146.394,NA,0,0,0,0
851,14,43,867.884,612.453,79201.563,255,149.873,147.404,NA,1.01,8.413E-4,-90,-90
852,14,44,867.884,612.453,80401.587,255,149.873,147.404,NA,0,0,0,90
853,14,45,867.884,612.453,81601.61,255,149.873,147.404,NA,0,0,0,0
854,14,46,866.37,599.833,82801.634,255,162.583,160.036,NA,12.711,0.011,-96.843,-96.843
855,14,47,860.817,580.651,84001.658,255,182.553,179.365,NA,19.97,0.017,-106.144,-9.302
856,14,48,857.788,573.583,85201.681,255,190.242,186.574,NA,7.689,0.006,-113.199,-7.054
857,14,50,855.769,566.516,86401.705,255,197.592,193.751,NA,7.35,0.006,-105.945,7.253
858,14,51,849.206,549.858,87601.729,255,215.497,210.873,NA,17.905,0.015,-111.501,-5.556
859,14,52,848.701,545.314,88801.752,255,220.068,215.443,NA,4.571,0.004,-96.34,15.161
860,14,53,847.692,542.286,90001.776,255,223.261,218.553,NA,3.193,0.003,-108.435,-12.095
861,14,54,846.682,541.781,91201.8,255,224.389,219.153,NA,1.129,9.406E-4,-153.435,-45
862,14,55,846.177,539.762,92401.823,255,226.471,221.212,NA,2.081,0.002,-104.036,49.399
863,14,56,845.168,537.742,93601.847,245,228.728,223.324,NA,2.258,0.002,-116.565,-12.529
864,14,57,843.149,531.18,94801.871,91,235.594,230.065,NA,6.866,0.006,-107.103,9.462
865,14,58,840.625,527.141,96001.895,255,240.357,234.365,NA,4.762,0.004,-122.005,-14.903
866,14,59,839.615,525.627,97201.918,245,242.177,235.99,NA,1.82,0.002,-123.69,-1.685
867,14,60,839.615,525.627,98401.942,255,242.177,235.99,NA,0,0,0,123.69
868,14,61,839.615,525.627,99601.966,214,242.177,235.99,NA,0,0,0,0
869,14,62,839.615,525.627,100801.989,91,242.177,235.99,NA,0,0,0,0
870,14,63,839.615,525.627,102002.013,61,242.177,235.99,NA,0,0,0,0
871,14,64,839.11,525.627,103202.037,30,242.682,236.052,NA,0.505,4.207E-4,180,180
872,14,65,839.11,525.627,104402.06,61,242.682,236.052,NA,0,0,0,-180
873,14,66,839.11,525.627,105602.084,153,242.682,236.052,NA,0,0,0,0
874,16,1,671.768,842.644,55201.089,122,0,0,NA,NA,NA,NA,NA
875,16,2,671.768,842.644,56401.113,153,0,0,NA,0,0,0,NA
876,16,3,671.768,842.644,57601.137,91,0,0,NA,0,0,0,0
877,16,4,671.768,842.644,58801.16,122,0,0,NA,0,0,0,0
878,16,5,671.768,842.644,60001.184,122,0,0,NA,0,0,0,0
879,16,6,668.234,842.139,61201.208,30,3.57,3.57,NA,3.57,0.003,-171.87,-171.87
880,16,7,660.157,838.101,62401.231,0,12.6,12.468,NA,9.03,0.008,-153.435,18.435
881,16,8,657.128,837.596,63601.255,61,15.67,15.485,NA,3.071,0.003,-170.538,-17.103
882,16,9,644.508,830.024,64801.279,30,30.388,30.039,NA,14.717,0.012,-149.036,21.501
883,16,10,639.965,828.004,66001.302,30,35.359,35.01,NA,4.972,0.004,-156.038,-7.001
884,16,11,634.917,826.49,67201.326,153,40.63,40.236,NA,5.27,0.004,-163.301,-7.263
885,16,12,629.869,824.976,68401.35,30,45.9,45.472,NA,5.27,0.004,-163.301,0
886,16,13,627.345,824.471,69601.374,61,48.474,47.996,NA,2.574,0.002,-168.69,-5.389
887,16,14,627.345,824.471,70801.397,61,48.474,47.996,NA,0,0,0,168.69
888,16,15,627.345,824.471,72001.421,122,48.474,47.996,NA,0,0,0,0
889,16,16,627.345,824.471,73201.445,30,48.474,47.996,NA,0,0,0,0
890,16,17,625.326,823.966,74401.468,91,50.555,50.057,NA,2.081,0.002,-165.964,-165.964
891,16,18,623.811,822.452,75601.492,153,52.697,52.034,NA,2.142,0.002,-135,30.964
892,16,19,623.811,822.452,76801.516,30,52.697,52.034,NA,0,0,0,135
893,16,20,622.297,822.452,78001.539,61,54.212,53.433,NA,1.514,0.001,180,180
894,16,21,619.268,820.432,79201.563,61,57.852,57.005,NA,3.64,0.003,-146.31,33.69
895,16,22,616.239,818.413,80401.587,30,61.492,60.585,NA,3.64,0.003,-146.31,0
896,16,23,608.667,805.793,81601.61,91,76.209,73.073,NA,14.717,0.012,-120.964,25.346
897,16,24,601.6,790.649,82801.634,61,92.921,87.333,NA,16.712,0.014,-115.017,5.947
898,16,25,601.095,787.62,84001.658,61,95.992,89.567,NA,3.071,0.003,-99.462,15.555
899,16,26,600.59,784.591,85201.681,61,99.063,91.849,NA,3.071,0.003,-99.462,0
900,16,27,600.59,780.553,86401.705,0,103.101,94.454,NA,4.038,0.003,-90,9.462
901,16,28,596.552,768.942,87601.729,30,115.394,105.306,NA,12.293,0.01,-109.179,-19.179
902,16,29,595.542,760.866,88801.752,61,123.534,111.794,NA,8.14,0.007,-97.125,12.054
903,16,30,593.523,754.808,90001.776,30,129.919,117.632,NA,6.385,0.005,-108.435,-11.31
904,16,31,590.494,744.207,91201.8,122,140.944,127.653,NA,11.025,0.009,-105.945,2.49
905,16,32,589.485,741.683,92401.823,91,143.662,130.244,NA,2.718,0.002,-111.801,-5.856
906,16,33,581.408,727.549,93601.847,30,159.942,146.328,NA,16.279,0.014,-119.745,-7.943
907,16,34,575.35,713.414,94801.871,30,175.32,161.235,NA,15.378,0.013,-113.199,6.546
908,16,35,565.254,699.28,96001.895,91,192.69,178.601,NA,17.37,0.014,-125.538,-12.339
909,16,36,563.74,697.26,97201.918,153,195.214,181.125,NA,2.524,0.002,-126.87,-1.332
910,16,37,563.235,695.241,98401.942,153,197.295,183.049,NA,2.081,0.002,-104.036,22.834
911,16,38,562.73,695.241,99601.966,91,197.8,183.349,NA,0.505,4.207E-4,180,-75.964
912,16,39,562.73,692.717,100801.989,122,200.324,185.384,NA,2.524,0.002,-90,90
913,16,40,562.73,692.717,102002.013,91,200.324,185.384,NA,0,0,0,90
914,16,41,562.73,692.212,103202.037,122,200.829,185.793,NA,0.505,4.207E-4,-90,-90
915,16,42,562.73,690.193,104402.06,30,202.848,187.431,NA,2.019,0.002,-90,0
916,16,43,562.73,689.183,105602.084,61,203.857,188.253,NA,1.01,8.413E-4,-90,0
917,16,44,563.235,688.174,106802.108,61,204.986,188.787,NA,1.129,9.406E-4,-63.435,26.565
918,16,45,563.235,688.174,108002.131,91,204.986,188.787,NA,0,0,0,63.435
919,16,46,563.235,688.174,109202.155,91,204.986,188.787,NA,0,0,0,0
920,16,47,563.235,688.174,110402.179,30,204.986,188.787,NA,0,0,0,0
921,16,48,563.235,688.174,111602.202,0,204.986,188.787,NA,0,0,0,0
922,16,49,563.235,688.174,112802.226,0,204.986,188.787,NA,0,0,0,0
923,16,50,563.235,688.174,114002.25,30,204.986,188.787,NA,0,0,0,0
924,16,51,563.235,688.174,115202.273,30,204.986,188.787,NA,0,0,0,0
925,16,52,563.235,688.174,116402.297,30,204.986,188.787,NA,0,0,0,0
926,16,53,563.235,688.174,117602.321,30,204.986,188.787,NA,0,0,0,0
927,16,54,563.235,688.174,118802.344,30,204.986,188.787,NA,0,0,0,0
928,17,1,703.57,831.538,28800.568,61,0,0,NA,NA,NA,NA,NA
929,17,2,702.056,831.538,30000.592,91,1.514,1.514,NA,1.514,0.001,180,NA
