Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
1,1,1,809.327,755.313,48000.947,255,0,0,NA,NA,NA,NA,NA
2,1,2,809.327,755.313,49200.971,255,0,0,NA,0,0,0,NA
3,1,3,809.327,755.313,50400.995,245,0,0,NA,0,0,0,0
4,1,4,809.327,755.313,51601.018,255,0,0,NA,0,0,0,0
5,1,5,809.327,755.313,52801.042,255,0,0,NA,0,0,0,0
6,1,6,810.841,748.75,54001.066,255,6.735,6.735,NA,6.735,0.006,-77.005,-77.005
7,1,7,810.841,746.731,55201.089,122,8.754,8.714,NA,2.019,0.002,-90,-12.995
8,1,8,811.346,746.226,56401.113,153,9.468,9.308,NA,0.714,5.949E-4,-45,45
9,1,9,811.346,746.226,57601.137,61,9.468,9.308,NA,0,0,0,45
10,1,10,812.356,741.178,58801.16,183,14.616,14.455,NA,5.148,0.004,-78.69,-78.69
11,1,11,812.86,731.082,60001.184,153,24.725,24.487,NA,10.109,0.008,-87.138,-8.448
12,1,12,812.356,722.5,61201.208,61,33.321,32.952,NA,8.596,0.007,-93.366,-6.229
13,1,13,811.346,714.424,62401.231,214,41.461,40.939,NA,8.14,0.007,-97.125,-3.759
14,1,14,808.822,704.832,63601.255,91,51.379,50.483,NA,9.918,0.008,-104.744,-7.619
15,1,15,804.279,688.174,64801.279,153,68.646,67.328,NA,17.267,0.014,-105.255,-0.512
16,1,16,802.26,681.107,66001.302,153,75.996,74.542,NA,7.35,0.006,-105.945,-0.69
17,1,17,800.24,677.573,67201.326,214,80.066,78.269,NA,4.07,0.003,-119.745,-13.799
18,1,18,799.735,674.544,68401.35,214,83.136,81.336,NA,3.071,0.003,-99.462,20.283
19,1,19,799.735,674.544,69601.374,183,83.136,81.336,NA,0,0,0,99.462
20,1,20,799.735,665.458,70801.397,91,92.223,90.366,NA,9.086,0.008,-90,-90
21,1,21,797.211,652.333,72001.421,183,105.588,103.69,NA,13.365,0.011,-100.886,-10.886
22,1,22,796.707,647.285,73201.445,255,110.661,108.763,NA,5.073,0.004,-95.711,5.175
23,1,23,796.707,646.275,74401.468,255,111.671,109.766,NA,1.01,8.413E-4,-90,5.711
24,1,24,796.707,646.275,75601.492,255,111.671,109.766,NA,0,0,0,90
25,1,25,796.707,646.275,76801.516,255,111.671,109.766,NA,0,0,0,0
26,1,26,796.707,646.275,78001.539,122,111.671,109.766,NA,0,0,0,0
27,1,27,795.697,641.732,79201.563,255,116.325,114.396,NA,4.654,0.004,-102.529,-102.529
28,1,28,795.192,635.169,80401.587,153,122.907,120.972,NA,6.582,0.005,-94.399,8.13
29,1,29,793.678,631.131,81601.61,255,127.22,125.164,NA,4.313,0.004,-110.556,-16.157
30,1,30,792.163,628.607,82801.634,255,130.163,127.863,NA,2.943,0.002,-120.964,-10.408
31,1,31,792.163,628.607,84001.658,91,130.163,127.863,NA,0,0,0,120.964
32,1,32,792.163,627.093,85201.681,183,131.678,129.364,NA,1.514,0.001,-90,-90
33,1,33,792.163,627.093,86401.705,122,131.678,129.364,NA,0,0,0,90
34,1,34,792.163,627.093,87601.729,153,131.678,129.364,NA,0,0,0,0
35,1,35,790.144,622.549,88801.752,214,136.65,134.142,NA,4.972,0.004,-113.962,-113.962
36,1,36,790.144,622.549,90001.776,122,136.65,134.142,NA,0,0,0,113.962
37,1,37,789.135,619.016,91201.8,61,140.325,137.785,NA,3.675,0.003,-105.945,-105.945
38,1,38,789.135,619.016,92401.823,214,140.325,137.785,NA,0,0,0,105.945
39,1,39,789.135,619.016,93601.847,255,140.325,137.785,NA,0,0,0,0
40,1,40,788.63,619.016,94801.871,214,140.829,137.86,NA,0.505,4.207E-4,180,180
41,1,41,788.63,619.016,96001.895,153,140.829,137.86,NA,0,0,0,-180
42,1,42,782.067,610.434,97201.918,91,151.633,147.421,NA,10.803,0.009,-127.405,-127.405
43,1,43,772.476,593.776,98401.942,122,170.855,165.687,NA,19.222,0.016,-119.932,7.474
44,1,44,768.438,589.737,99601.966,214,176.566,170.55,NA,5.711,0.005,-135,-15.068
45,1,45,768.438,589.737,100801.989,153,176.566,170.55,NA,0,0,0,135
46,1,46,768.438,589.737,102002.013,183,176.566,170.55,NA,0,0,0,0
47,1,47,768.438,589.737,103202.037,30,176.566,170.55,NA,0,0,0,0
48,1,48,768.438,589.737,104402.06,61,176.566,170.55,NA,0,0,0,0
49,1,49,768.438,589.737,105602.084,61,176.566,170.55,NA,0,0,0,0
50,1,50,768.438,589.737,106802.108,122,176.566,170.55,NA,0,0,0,0
51,1,51,766.418,587.213,108002.131,61,179.798,173.49,NA,3.232,0.003,-128.66,-128.66
52,1,52,765.409,584.689,109202.155,214,182.517,176.185,NA,2.718,0.002,-111.801,16.858
53,1,53,764.399,579.641,110402.179,183,187.665,181.326,NA,5.148,0.004,-101.31,10.491
54,1,54,762.38,576.107,111602.202,245,191.735,185.253,NA,4.07,0.003,-119.745,-18.435
55,1,55,762.38,575.098,112802.226,91,192.744,186.23,NA,1.01,8.413E-4,-90,29.745
56,1,56,762.38,575.098,114002.25,245,192.744,186.23,NA,0,0,0,90
57,1,57,761.37,572.574,115202.273,183,195.463,188.927,NA,2.718,0.002,-111.801,-111.801
58,1,58,761.37,572.069,116402.297,255,195.968,189.415,NA,0.505,4.207E-4,-90,21.801
59,1,59,761.37,572.069,117602.321,91,195.968,189.415,NA,0,0,0,90
60,1,60,761.37,572.069,118802.344,153,195.968,189.415,NA,0,0,0,0
61,1,61,760.361,570.05,120002.368,153,198.225,191.625,NA,2.258,0.002,-116.565,-116.565
62,1,62,760.361,570.05,121202.392,91,198.225,191.625,NA,0,0,0,116.565
63,1,63,760.361,570.05,122402.416,91,198.225,191.625,NA,0,0,0,0
64,1,64,760.361,569.04,123602.439,153,199.235,192.601,NA,1.01,8.413E-4,-90,-90
65,1,65,760.361,569.04,124802.463,214,199.235,192.601,NA,0,0,0,90
66,1,66,760.361,569.04,126002.487,122,199.235,192.601,NA,0,0,0,0
67,1,67,759.856,567.526,127202.51,91,200.831,194.194,NA,1.596,0.001,-108.435,-108.435
68,1,68,759.856,567.021,128402.534,122,201.336,194.682,NA,0.505,4.207E-4,-90,18.435
69,1,69,759.856,567.021,129602.558,153,201.336,194.682,NA,0,0,0,90
70,1,70,759.856,567.021,130802.581,122,201.336,194.682,NA,0,0,0,0
71,1,71,759.856,567.021,132002.605,183,201.336,194.682,NA,0,0,0,0
72,1,72,759.856,567.021,133202.629,153,201.336,194.682,NA,0,0,0,0
73,1,73,759.856,565.002,134402.652,214,203.355,196.636,NA,2.019,0.002,-90,-90
74,1,74,759.856,564.497,135602.676,153,203.86,197.124,NA,0.505,4.207E-4,-90,0
75,1,75,758.846,562.478,136802.7,183,206.118,199.333,NA,2.258,0.002,-116.565,-26.565
76,1,76,758.846,562.478,138002.723,153,206.118,199.333,NA,0,0,0,116.565
77,1,77,758.846,562.478,139202.747,153,206.118,199.333,NA,0,0,0,0
78,1,78,758.846,562.478,140402.771,91,206.118,199.333,NA,0,0,0,0
79,1,79,758.846,562.478,141602.794,255,206.118,199.333,NA,0,0,0,0
80,1,80,758.846,562.478,142802.818,153,206.118,199.333,NA,0,0,0,0
81,1,81,758.846,562.478,144002.842,30,206.118,199.333,NA,0,0,0,0
82,3,1,941.081,752.284,66001.302,255,0,0,NA,NA,NA,NA,NA
83,3,2,937.547,748.245,67201.326,255,5.366,5.366,NA,5.366,0.004,-131.186,NA
84,3,3,936.537,746.731,68401.35,153,7.186,7.175,NA,1.82,0.002,-123.69,7.496
85,3,4,936.537,746.731,69601.374,245,7.186,7.175,NA,0,0,0,123.69
86,3,5,934.013,737.645,70801.397,91,16.617,16.256,NA,9.431,0.008,-105.524,-105.524
87,3,6,931.994,733.101,72001.421,255,21.588,21.226,NA,4.972,0.004,-113.962,-8.438
88,3,7,930.984,731.587,73201.445,255,23.409,23.028,NA,1.82,0.002,-123.69,-9.728
89,3,8,930.984,731.587,74401.468,214,23.409,23.028,NA,0,0,0,123.69
90,3,9,930.984,731.587,75601.492,245,23.409,23.028,NA,0,0,0,0
91,3,10,929.975,728.558,76801.516,255,26.601,26.196,NA,3.193,0.003,-108.435,-108.435
92,3,11,927.956,727.044,78001.539,245,29.125,28.449,NA,2.524,0.002,-143.13,-34.695
93,3,16,918.364,710.385,79201.563,214,48.348,47.661,NA,19.222,0.016,-119.932,23.199
94,3,17,916.85,708.871,80401.587,91,50.489,49.717,NA,2.142,0.002,-135,-15.068
95,3,18,915.336,705.842,81601.61,153,53.876,53.1,NA,3.386,0.003,-116.565,18.435
96,3,19,913.821,702.308,82801.634,122,57.72,56.927,NA,3.844,0.003,-113.199,3.366
97,3,20,912.812,699.28,84001.658,122,60.913,60.072,NA,3.193,0.003,-108.435,4.764
98,3,21,911.802,694.736,85201.681,91,65.567,64.568,NA,4.654,0.004,-102.529,5.906
99,3,22,911.297,691.203,86401.705,153,69.136,67.956,NA,3.57,0.003,-98.13,4.399
100,3,23,911.297,686.659,87601.729,255,73.68,72.067,NA,4.543,0.004,-90,8.13
101,3,24,909.783,683.631,88801.752,214,77.066,75.451,NA,3.386,0.003,-116.565,-26.565
102,3,25,908.773,677.573,90001.776,183,83.207,81.397,NA,6.141,0.005,-99.462,17.103
103,3,26,906.754,670.001,91201.8,255,91.044,89.156,NA,7.837,0.007,-104.931,-5.469
104,3,27,904.735,661.419,92401.823,30,99.86,97.864,NA,8.816,0.007,-103.241,1.691
105,3,28,904.23,656.876,93601.847,153,104.431,102.277,NA,4.571,0.004,-96.34,6.9
106,3,29,899.687,630.626,94801.871,214,131.071,128.507,NA,26.64,0.022,-99.819,-3.479
107,3,30,897.667,626.083,96001.895,153,136.043,133.459,NA,4.972,0.004,-113.962,-14.143
108,3,31,897.667,625.578,97201.918,153,136.548,133.937,NA,0.505,4.207E-4,-90,23.962
109,3,34,897.667,625.578,98401.942,91,136.548,133.937,NA,0,0,0,90
110,3,35,894.639,616.996,99601.966,183,145.648,143.037,NA,9.1,0.008,-109.44,-109.44
111,3,36,891.105,606.9,100801.989,183,156.345,153.733,NA,10.697,0.009,-109.29,0.15
112,3,37,888.076,599.833,102002.013,183,164.034,161.402,NA,7.689,0.006,-113.199,-3.909
113,3,38,885.552,593.776,103202.037,183,170.596,167.953,NA,6.562,0.005,-112.62,0.579
114,3,39,884.038,589.737,104402.06,122,174.909,172.265,NA,4.313,0.004,-110.556,2.064
115,3,40,882.523,586.203,105602.084,183,178.754,176.101,NA,3.844,0.003,-113.199,-2.643
116,3,41,881.009,580.146,106802.108,122,184.998,182.319,NA,6.244,0.005,-104.036,9.162
117,3,42,879.494,579.136,108002.131,153,186.818,183.774,NA,1.82,0.002,-146.31,-42.274
118,3,43,879.494,579.136,109202.155,122,186.818,183.774,NA,0,0,0,146.31
119,3,44,879.494,579.136,110402.179,122,186.818,183.774,NA,0,0,0,0
120,3,45,879.494,579.136,111602.202,91,186.818,183.774,NA,0,0,0,0
121,3,46,877.475,573.583,112802.226,214,192.726,189.683,NA,5.909,0.005,-109.983,-109.983
122,3,47,875.456,567.526,114002.25,61,199.112,196.067,NA,6.385,0.005,-108.435,1.548
123,3,48,874.446,559.449,115202.273,61,207.251,204.023,NA,8.14,0.007,-97.125,11.31
124,3,49,872.932,552.382,116402.297,91,214.479,211.199,NA,7.228,0.006,-102.095,-4.97
125,3,50,871.922,547.838,117602.321,61,219.133,215.826,NA,4.654,0.004,-102.529,-0.434
126,3,51,871.922,544.81,118802.344,61,222.162,218.697,NA,3.029,0.003,-90,12.529
127,3,52,871.922,544.81,120002.368,91,222.162,218.697,NA,0,0,0,90
128,3,53,870.913,539.762,121202.392,61,227.31,223.806,NA,5.148,0.004,-101.31,-101.31
129,3,54,870.913,535.218,122402.416,61,231.853,228.125,NA,4.543,0.004,-90,11.31
130,3,55,870.913,535.218,123602.439,61,231.853,228.125,NA,0,0,0,90
131,3,56,870.408,534.713,124802.463,91,232.567,228.761,NA,0.714,5.949E-4,-135,-135
132,3,57,870.408,534.713,126002.487,122,232.567,228.761,NA,0,0,0,135
133,3,58,870.408,534.713,127202.51,61,232.567,228.761,NA,0,0,0,0
134,3,59,870.408,533.704,128402.534,61,233.577,229.721,NA,1.01,8.413E-4,-90,-90
135,3,60,870.408,533.704,129602.558,91,233.577,229.721,NA,0,0,0,90
136,3,61,870.408,533.704,130802.581,61,233.577,229.721,NA,0,0,0,0
137,3,62,870.408,533.704,132002.605,61,233.577,229.721,NA,0,0,0,0
138,4,1,761.37,807.308,88801.752,183,0,0,NA,NA,NA,NA,NA
139,4,2,760.866,807.308,90001.776,153,0.505,0.505,NA,0.505,4.207E-4,180,NA
140,4,3,759.351,806.298,91201.8,61,2.325,2.258,NA,1.82,0.002,-146.31,33.69
141,4,4,750.77,797.211,92401.823,245,14.823,14.639,NA,12.498,0.01,-133.363,12.947
142,4,5,746.731,793.678,93601.847,255,20.189,20.002,NA,5.366,0.004,-138.814,-5.451
143,4,6,746.226,793.173,94801.871,255,20.903,20.715,NA,0.714,5.949E-4,-135,3.814
144,4,7,743.702,790.144,96001.895,255,24.846,24.632,NA,3.943,0.003,-129.806,5.194
145,4,8,743.702,790.144,97201.918,255,24.846,24.632,NA,0,0,0,129.806
146,4,9,737.14,780.553,98401.942,255,36.467,36.096,NA,11.621,0.01,-124.38,-124.38
147,4,10,733.101,777.019,99601.966,255,41.834,41.431,NA,5.366,0.004,-138.814,-14.434
148,4,11,732.597,774.495,100801.989,255,44.408,43.641,NA,2.574,0.002,-101.31,37.504
149,4,12,731.587,771.466,102002.013,245,47.6,46.601,NA,3.193,0.003,-108.435,-7.125
150,4,13,731.587,771.466,103202.037,245,47.6,46.601,NA,0,0,0,108.435
151,4,14,731.587,771.466,104402.06,255,47.6,46.601,NA,0,0,0,0
152,4,15,731.082,768.942,105602.084,255,50.174,48.88,NA,2.574,0.002,-101.31,-101.31
153,4,16,728.558,761.37,106802.108,183,58.156,56.452,NA,7.982,0.007,-108.435,-7.125
154,4,17,727.044,758.342,108002.131,255,61.542,59.8,NA,3.386,0.003,-116.565,-8.13
155,4,18,723.51,752.284,109202.155,245,68.555,66.791,NA,7.013,0.006,-120.256,-3.691
156,4,19,723.51,752.284,110402.179,183,68.555,66.791,NA,0,0,0,120.256
157,4,20,723.51,752.284,111602.202,255,68.555,66.791,NA,0,0,0,0
158,4,21,722.5,749.255,112802.226,153,71.748,69.864,NA,3.193,0.003,-108.435,-108.435
159,4,22,722.5,749.255,114002.25,255,71.748,69.864,NA,0,0,0,108.435
160,4,23,721.996,744.207,115202.273,255,76.821,74.378,NA,5.073,0.004,-95.711,-95.711
161,4,24,721.491,740.169,116402.297,255,80.891,78.09,NA,4.07,0.003,-97.125,-1.414
162,4,25,719.976,737.645,117602.321,245,83.834,81.033,NA,2.943,0.002,-120.964,-23.839
163,4,26,716.948,722.5,118802.344,255,99.278,95.737,NA,15.444,0.013,-101.31,19.654
164,4,27,716.948,722.5,120002.368,245,99.278,95.737,NA,0,0,0,101.31
165,4,28,714.928,715.433,121202.392,255,106.628,102.945,NA,7.35,0.006,-105.945,-105.945
166,4,29,712.909,708.366,122402.416,255,113.978,110.172,NA,7.35,0.006,-105.945,0
167,4,30,711.395,702.308,123602.439,255,120.223,116.286,NA,6.244,0.005,-104.036,1.909
168,4,31,709.88,698.775,124802.463,255,124.067,120.127,NA,3.844,0.003,-113.199,-9.162
169,4,32,708.366,695.241,126002.487,255,127.912,123.969,NA,3.844,0.003,-113.199,0
170,4,33,708.366,694.231,127202.51,255,128.921,124.883,NA,1.01,8.413E-4,-90,23.199
171,4,34,706.852,693.222,128402.534,183,130.741,126.443,NA,1.82,0.002,-146.31,-56.31
172,4,35,706.852,693.222,129602.558,255,130.741,126.443,NA,0,0,0,146.31
173,4,36,706.852,693.222,130802.581,183,130.741,126.443,NA,0,0,0,0
174,4,37,706.852,691.203,132002.605,255,132.76,128.268,NA,2.019,0.002,-90,-90
175,4,38,705.337,688.174,133202.629,255,136.147,131.653,NA,3.386,0.003,-116.565,-26.565
176,4,39,697.26,668.486,134402.652,255,157.427,152.91,NA,21.28,0.018,-112.306,4.259
177,4,40,696.251,665.458,135602.676,255,160.619,156.083,NA,3.193,0.003,-108.435,3.871
178,4,41,695.241,663.438,136802.7,255,162.877,158.34,NA,2.258,0.002,-116.565,-8.13
179,4,42,694.231,662.934,138002.723,245,164.005,159.221,NA,1.129,9.406E-4,-153.435,-36.87
180,4,43,692.717,660.914,139202.747,255,166.53,161.692,NA,2.524,0.002,-126.87,26.565
181,4,44,691.203,657.886,140402.771,255,169.916,165.077,NA,3.386,0.003,-116.565,10.305
182,4,45,691.203,657.381,141602.794,255,170.421,165.534,NA,0.505,4.207E-4,-90,26.565
183,4,46,689.688,654.352,142802.818,255,173.807,168.919,NA,3.386,0.003,-116.565,-26.565
184,4,48,689.688,654.352,144002.842,255,173.807,168.919,NA,0,0,0,116.565
185,5,1,737.14,795.192,38400.758,91,0,0,NA,NA,NA,NA,NA
186,5,2,736.13,792.163,39600.781,61,3.193,3.193,NA,3.193,0.003,-108.435,NA
187,5,3,730.073,786.106,40800.805,153,11.759,11.511,NA,8.567,0.007,-135,-26.565
188,5,4,727.044,783.582,42000.829,61,15.702,15.386,NA,3.943,0.003,-140.194,-5.194
189,5,5,724.52,782.067,43200.853,30,18.646,18.208,NA,2.943,0.002,-149.036,-8.842
190,5,6,723.005,778.534,44400.876,122,22.49,21.847,NA,3.844,0.003,-113.199,35.838
191,5,7,721.491,775.505,45600.9,183,25.876,25.149,NA,3.386,0.003,-116.565,-3.366
192,5,8,717.957,772.476,46800.924,61,30.53,29.732,NA,4.654,0.004,-139.399,-22.834
193,5,9,712.909,768.942,48000.947,61,36.692,35.724,NA,6.162,0.005,-145.008,-5.609
194,5,10,707.861,756.827,49200.971,91,49.817,48.261,NA,13.125,0.011,-112.62,32.388
195,5,11,704.832,749.76,50400.995,153,57.506,55.748,NA,7.689,0.006,-113.199,-0.579
196,5,12,704.328,747.236,51601.018,122,60.08,58.107,NA,2.574,0.002,-101.31,11.889
197,5,13,701.299,742.188,52801.042,61,65.967,63.985,NA,5.887,0.005,-120.964,-19.654
198,5,14,699.784,736.635,54001.066,122,71.723,69.458,NA,5.756,0.005,-105.255,15.709
199,5,15,697.765,730.577,55201.089,91,78.108,75.667,NA,6.385,0.005,-108.435,-3.18
200,5,16,695.241,723.51,56401.113,153,85.613,83.029,NA,7.504,0.006,-109.654,-1.219
201,5,17,692.212,717.452,57601.137,122,92.385,89.788,NA,6.773,0.006,-116.565,-6.911
202,5,18,687.164,708.366,58801.16,91,102.78,100.182,NA,10.395,0.009,-119.055,-2.49
203,5,19,684.135,702.813,60001.184,61,109.105,106.505,NA,6.325,0.005,-118.61,0.444
204,5,20,680.602,696.755,61201.208,153,116.118,113.518,NA,7.013,0.006,-120.256,-1.646
205,5,21,679.087,696.755,62401.231,91,117.632,114.28,NA,1.514,0.001,180,-59.744
206,5,22,678.583,694.736,63601.255,91,119.714,116.277,NA,2.081,0.002,-104.036,75.964
207,5,23,677.573,690.698,64801.279,91,123.876,120.28,NA,4.163,0.003,-104.036,0
208,5,24,676.563,686.659,66001.302,30,128.039,124.294,NA,4.163,0.003,-104.036,0
209,5,25,673.03,683.126,67201.326,122,133.036,129.108,NA,4.997,0.004,-135,-30.964
210,5,26,671.515,682.621,68401.35,153,134.633,130.303,NA,1.596,0.001,-161.565,-26.565
211,5,27,671.515,682.621,69601.374,245,134.633,130.303,NA,0,0,0,161.565
212,5,28,671.515,682.621,70801.397,153,134.633,130.303,NA,0,0,0,0
213,5,29,671.515,682.621,72001.421,153,134.633,130.303,NA,0,0,0,0
214,5,30,671.515,682.621,73201.445,183,134.633,130.303,NA,0,0,0,0
215,5,31,671.515,682.621,74401.468,245,134.633,130.303,NA,0,0,0,0
216,5,32,671.515,682.621,75601.492,255,134.633,130.303,NA,0,0,0,0
217,5,33,671.515,682.621,76801.516,153,134.633,130.303,NA,0,0,0,0
218,5,34,671.515,682.621,78001.539,255,134.633,130.303,NA,0,0,0,0
219,5,35,671.515,682.621,79201.563,255,134.633,130.303,NA,0,0,0,0
220,5,36,671.515,682.621,80401.587,214,134.633,130.303,NA,0,0,0,0
221,5,37,671.515,682.621,81601.61,214,134.633,130.303,NA,0,0,0,0
222,5,38,671.515,682.621,82801.634,122,134.633,130.303,NA,0,0,0,0
223,5,39,671.515,682.621,84001.658,91,134.633,130.303,NA,0,0,0,0
224,5,40,671.515,682.621,85201.681,91,134.633,130.303,NA,0,0,0,0
225,5,41,671.515,682.621,86401.705,153,134.633,130.303,NA,0,0,0,0
226,5,42,671.515,682.621,87601.729,122,134.633,130.303,NA,0,0,0,0
227,5,43,669.496,682.116,88801.752,183,136.714,131.764,NA,2.081,0.002,-165.964,-165.964
228,5,44,668.991,682.116,90001.776,245,137.219,132.024,NA,0.505,4.207E-4,180,-14.036
229,5,45,668.991,682.116,91201.8,183,137.219,132.024,NA,0,0,0,-180
230,5,46,668.991,682.116,92401.823,214,137.219,132.024,NA,0,0,0,0
231,5,47,667.982,680.602,93601.847,122,139.039,133.843,NA,1.82,0.002,-123.69,-123.69
232,5,48,667.982,680.602,94801.871,122,139.039,133.843,NA,0,0,0,123.69
233,5,49,667.477,680.602,96001.895,214,139.544,134.104,NA,0.505,4.207E-4,180,180
234,5,50,667.477,680.602,97201.918,91,139.544,134.104,NA,0,0,0,-180
235,5,51,667.477,680.602,98401.942,122,139.544,134.104,NA,0,0,0,0
236,5,52,667.477,678.583,99601.966,183,141.563,135.834,NA,2.019,0.002,-90,-90
237,5,53,667.477,678.583,100801.989,245,141.563,135.834,NA,0,0,0,90
238,5,54,667.477,678.583,102002.013,245,141.563,135.834,NA,0,0,0,0
239,5,55,667.477,678.583,103202.037,214,141.563,135.834,NA,0,0,0,0
240,5,56,667.477,678.583,104402.06,153,141.563,135.834,NA,0,0,0,0
241,5,57,667.477,678.078,105602.084,153,142.068,136.267,NA,0.505,4.207E-4,-90,-90
242,5,58,667.477,678.078,106802.108,61,142.068,136.267,NA,0,0,0,90
243,5,59,667.477,677.068,108002.131,122,143.077,137.136,NA,1.01,8.413E-4,-90,-90
244,5,60,667.477,677.068,109202.155,214,143.077,137.136,NA,0,0,0,90
245,5,61,667.477,677.068,110402.179,214,143.077,137.136,NA,0,0,0,0
246,5,62,666.972,677.068,111602.202,122,143.582,137.393,NA,0.505,4.207E-4,180,180
247,5,63,658.895,667.982,112802.226,91,155.74,149.348,NA,12.157,0.01,-131.634,48.366
248,5,64,657.381,666.972,114002.25,153,157.56,151.003,NA,1.82,0.002,-146.31,-14.676
249,5,65,648.799,654.352,115202.273,153,172.821,166.253,NA,15.261,0.013,-124.216,22.094
250,5,66,646.275,653.342,116402.297,91,175.54,168.457,NA,2.718,0.002,-158.199,-33.983
251,5,67,645.266,652.838,117602.321,30,176.668,169.428,NA,1.129,9.406E-4,-153.435,4.764
252,5,68,643.751,652.333,118802.344,30,178.265,170.676,NA,1.596,0.001,-161.565,-8.13
253,5,69,643.751,652.333,120002.368,30,178.265,170.676,NA,0,0,0,161.565
254,5,70,643.751,651.323,121202.392,91,179.274,171.522,NA,1.01,8.413E-4,-90,-90
255,5,71,643.751,651.323,122402.416,61,179.274,171.522,NA,0,0,0,90
256,5,90,647.79,648.294,123602.439,153,184.322,171.937,NA,5.048,0.004,-36.87,-36.87
257,5,91,647.79,648.294,124802.463,153,184.322,171.937,NA,0,0,0,36.87
258,5,92,646.275,648.294,126002.487,214,185.837,172.729,NA,1.514,0.001,180,180
259,5,93,644.256,648.799,127202.51,183,187.918,173.373,NA,2.081,0.002,165.964,-14.036
260,5,94,639.208,648.799,128402.534,122,192.966,176.13,NA,5.048,0.004,180,14.036
261,5,95,635.674,648.294,129602.558,122,196.536,178.534,NA,3.57,0.003,-171.87,8.13
262,5,96,632.645,645.77,130802.581,91,200.478,182.335,NA,3.943,0.003,-140.194,31.675
263,5,97,631.131,644.256,132002.605,30,202.62,184.444,NA,2.142,0.002,-135,5.194
264,5,98,629.112,642.741,133202.629,30,205.144,186.846,NA,2.524,0.002,-143.13,-8.13
265,5,99,629.112,642.741,134402.652,30,205.144,186.846,NA,0,0,0,143.13
266,5,100,629.112,642.741,135602.676,30,205.144,186.846,NA,0,0,0,0
267,5,101,629.112,642.741,136802.7,61,205.144,186.846,NA,0,0,0,0
268,5,102,629.112,642.741,138002.723,30,205.144,186.846,NA,0,0,0,0
269,5,103,629.112,642.741,139202.747,30,205.144,186.846,NA,0,0,0,0
270,5,104,629.112,642.741,140402.771,61,205.144,186.846,NA,0,0,0,0
271,5,105,629.112,642.741,141602.794,0,205.144,186.846,NA,0,0,0,0
272,5,106,629.112,642.741,142802.818,61,205.144,186.846,NA,0,0,0,0
273,5,107,629.112,642.741,144002.842,30,205.144,186.846,NA,0,0,0,0
274,6,1,792.668,776.01,66001.302,91,0,0,NA,NA,NA,NA,NA
275,6,2,789.639,775,67201.326,183,3.193,3.193,NA,3.193,0.003,-161.565,NA
276,6,11,788.125,773.99,68401.35,91,5.013,4.972,NA,1.82,0.002,-146.31,15.255
277,6,12,785.096,771.466,69601.374,30,8.955,8.83,NA,3.943,0.003,-140.194,6.116
278,6,13,779.543,767.933,70801.397,183,15.537,15.411,NA,6.582,0.005,-147.529,-7.334
279,6,14,773.486,762.885,72001.421,183,23.423,23.243,NA,7.885,0.007,-140.194,7.334
280,6,15,770.962,754.303,73201.445,91,32.368,30.698,NA,8.945,0.007,-106.39,33.805
281,6,16,768.438,744.207,74401.468,91,42.774,39.982,NA,10.407,0.009,-104.036,2.353
282,6,17,766.418,739.159,75601.492,153,48.211,45.244,NA,5.437,0.005,-111.801,-7.765
283,6,18,765.914,737.645,76801.516,153,49.808,46.773,NA,1.596,0.001,-108.435,3.366
284,6,19,762.38,728.558,78001.539,91,59.557,56.294,NA,9.749,0.008,-111.251,-2.816
285,6,20,759.856,721.491,79201.563,214,67.062,63.631,NA,7.504,0.006,-109.654,1.597
286,6,21,757.332,713.919,80401.587,91,75.043,71.442,NA,7.982,0.007,-108.435,1.219
287,6,22,756.322,708.871,81601.61,30,80.191,76.346,NA,5.148,0.004,-101.31,7.125
288,6,23,755.313,704.328,82801.634,153,84.845,80.832,NA,4.654,0.004,-102.529,-1.219
289,6,24,753.294,701.299,84001.658,91,88.485,84.452,NA,3.64,0.003,-123.69,-21.161
290,6,25,753.294,701.299,85201.681,153,88.485,84.452,NA,0,0,0,123.69
291,6,26,748.245,683.631,86401.705,61,106.861,102.505,NA,18.375,0.015,-105.945,-105.945
292,6,27,746.226,677.068,87601.729,153,113.727,109.299,NA,6.866,0.006,-107.103,-1.157
293,6,28,745.721,673.535,88801.752,91,117.296,112.717,NA,3.57,0.003,-98.13,8.973
294,6,29,744.712,672.02,90001.776,91,119.116,114.515,NA,1.82,0.002,-123.69,-25.56
295,6,30,741.683,661.924,91201.8,183,129.657,124.96,NA,10.541,0.009,-106.699,16.991
296,6,31,738.654,653.342,92401.823,30,138.757,134.033,NA,9.1,0.008,-109.44,-2.741
297,6,32,734.111,642.741,93601.847,61,150.291,145.566,NA,11.533,0.01,-113.199,-3.759
298,6,33,729.063,627.093,94801.871,153,166.734,161.932,NA,16.443,0.014,-107.879,5.32
299,6,34,727.044,625.073,96001.895,153,169.589,164.585,NA,2.856,0.002,-135,-27.121
300,6,35,725.025,621.035,97201.918,122,174.104,169.094,NA,4.515,0.004,-116.565,18.435
301,6,36,724.015,619.016,98401.942,122,176.362,171.349,NA,2.258,0.002,-116.565,0
302,6,37,721.491,613.968,99601.966,153,182.006,176.985,NA,5.644,0.005,-116.565,0
