Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],? [deg],?? [deg]
317,3,11,746.731,662.429,38863.061,120,15.915,15.386,NA,1.596,0.002,-108.435,37.875
318,3,12,745.721,662.429,39788.372,109,16.924,16.067,NA,1.01,0.001,180,-71.565
319,3,13,745.721,662.429,40713.683,148,16.924,16.067,NA,0,0,0,-180
320,3,14,745.721,662.429,41638.994,83,16.924,16.067,NA,0,0,0,0
321,3,15,744.712,661.924,42564.305,105,18.053,17.134,NA,1.129,0.001,-153.435,-153.435
322,3,16,744.207,660.914,43489.616,101,19.182,18.208,NA,1.129,0.001,-116.565,36.87
323,3,17,743.702,660.914,44414.927,54,19.687,18.561,NA,0.505,5.456E-4,180,-63.435
324,3,18,742.188,659.4,45340.238,112,21.828,20.703,NA,2.142,0.002,-135,45
325,3,19,737.645,656.876,46265.549,195,27.026,25.74,NA,5.197,0.006,-150.945,-15.945
326,3,20,735.121,654.857,47190.86,162,30.258,28.968,NA,3.232,0.003,-141.34,9.605
327,3,21,732.092,653.342,48116.171,75,33.644,32.252,NA,3.386,0.004,-153.435,-12.095
328,3,22,731.082,652.333,49041.482,91,35.072,33.675,NA,1.428,0.002,-135,18.435
329,3,23,728.558,650.818,49966.793,92,38.016,36.583,NA,2.943,0.003,-149.036,-14.036
330,3,24,726.539,648.799,50892.104,95,40.871,39.426,NA,2.856,0.003,-135,14.036
331,3,25,721.491,646.275,51817.415,98,46.515,44.939,NA,5.644,0.006,-153.435,-18.435
332,3,26,720.986,643.751,52742.726,121,49.089,46.925,NA,2.574,0.003,-101.31,52.125
333,3,27,719.976,643.246,53668.036,98,50.218,48.023,NA,1.129,0.001,-153.435,-52.125
334,3,28,719.976,643.246,54593.347,129,50.218,48.023,NA,0,0,0,153.435
335,3,29,719.472,643.246,55518.658,134,50.723,48.411,NA,0.505,5.456E-4,180,180
336,3,30,719.472,643.246,56443.969,102,50.723,48.411,NA,0,0,0,-180
337,3,31,718.462,643.246,57369.28,188,51.732,49.194,NA,1.01,0.001,180,180
338,3,32,718.462,643.246,58294.591,121,51.732,49.194,NA,0,0,0,-180
339,3,33,717.452,640.722,59219.902,121,54.451,51.579,NA,2.718,0.003,-111.801,-111.801
340,3,34,713.414,633.15,60145.213,152,63.032,59.637,NA,8.582,0.009,-118.072,-6.271
341,3,35,712.909,629.617,61070.524,90,66.602,62.467,NA,3.57,0.004,-98.13,19.942
342,3,36,711.9,627.597,61995.835,87,68.86,64.617,NA,2.258,0.002,-116.565,-18.435
343,3,37,706.852,614.472,62921.146,67,82.922,77.755,NA,14.062,0.015,-111.038,5.528
344,3,38,702.813,605.891,63846.457,143,92.406,86.958,NA,9.484,0.01,-115.201,-4.164
345,3,39,699.784,600.843,64771.768,61,98.293,92.799,NA,5.887,0.006,-120.964,-5.763
346,3,40,699.784,600.843,65697.079,62,98.293,92.799,NA,0,0,0,120.964
347,3,41,698.775,596.3,66622.39,89,102.947,97.024,NA,4.654,0.005,-102.529,-102.529
348,3,42,697.765,594.785,67547.701,173,104.767,98.841,NA,1.82,0.002,-123.69,-21.161
349,3,43,697.765,594.785,68473.012,189,104.767,98.841,NA,0,0,0,123.69
350,3,44,697.765,594.785,69398.323,153,104.767,98.841,NA,0,0,0,0
351,3,45,697.765,594.785,70323.634,154,104.767,98.841,NA,0,0,0,0
352,3,46,696.755,592.261,71248.945,133,107.486,101.471,NA,2.718,0.003,-111.801,-111.801
353,3,47,696.755,592.261,72174.256,146,107.486,101.471,NA,0,0,0,111.801
354,3,48,696.755,592.261,73099.567,82,107.486,101.471,NA,0,0,0,0
355,3,49,696.755,592.261,74024.878,118,107.486,101.471,NA,0,0,0,0
356,3,50,693.222,584.184,74950.189,81,116.302,110.089,NA,8.816,0.01,-113.629,-113.629
357,3,51,691.707,579.641,75875.5,92,121.091,114.681,NA,4.789,0.005,-108.435,5.194
358,3,52,689.183,575.603,76800.811,138,125.853,119.438,NA,4.762,0.005,-122.005,-13.57
359,3,53,689.183,575.603,77726.122,150,125.853,119.438,NA,0,0,0,122.005
360,3,54,686.155,574.088,78651.433,101,129.239,122.413,NA,3.386,0.004,-153.435,-153.435
361,3,55,686.155,574.088,79576.744,82,129.239,122.413,NA,0,0,0,153.435
362,3,56,686.155,573.079,80502.055,149,130.249,123.238,NA,1.01,0.001,-90,-90
363,3,57,685.65,572.574,81427.366,73,130.963,123.941,NA,0.714,7.715E-4,-135,-45
364,3,58,685.65,572.574,82352.677,153,130.963,123.941,NA,0,0,0,135
365,3,59,685.145,572.574,83277.988,114,131.468,124.232,NA,0.505,5.456E-4,180,180
366,3,60,685.145,572.574,84203.299,162,131.468,124.232,NA,0,0,0,-180
367,3,61,684.64,569.545,85128.61,80,134.538,127.004,NA,3.071,0.003,-99.462,-99.462
368,3,62,684.135,566.516,86053.921,122,137.609,129.79,NA,3.071,0.003,-99.462,0
369,3,63,684.135,566.516,86979.232,109,137.609,129.79,NA,0,0,0,99.462
370,3,64,684.135,566.516,87904.543,64,137.609,129.79,NA,0,0,0,0
371,3,65,684.135,566.516,88829.854,92,137.609,129.79,NA,0,0,0,0
372,3,66,684.135,566.516,89755.164,115,137.609,129.79,NA,0,0,0,0
373,3,67,683.631,562.982,90680.475,80,141.178,133.009,NA,3.57,0.004,-98.13,-98.13
374,3,68,684.135,559.449,91605.786,76,144.748,135.702,NA,3.57,0.004,-81.87,16.26
375,3,69,684.135,554.401,92531.097,224,149.796,139.991,NA,5.048,0.005,-90,-8.13
376,3,70,681.611,549.353,93456.408,161,155.44,145.616,NA,5.644,0.006,-116.565,-26.565
377,3,71,679.592,545.819,94381.719,61,159.51,149.685,NA,4.07,0.004,-119.745,-3.18
378,3,72,678.583,542.286,95307.03,154,163.185,153.236,NA,3.675,0.004,-105.945,13.799
379,3,73,676.563,539.257,96232.341,108,166.825,156.871,NA,3.64,0.004,-123.69,-17.745
380,3,74,674.039,533.704,97157.652,87,172.924,162.935,NA,6.1,0.007,-114.444,9.246
381,3,75,672.525,528.656,98082.963,82,178.195,168.057,NA,5.27,0.006,-106.699,7.745
382,3,76,672.525,526.637,99008.274,130,180.214,169.807,NA,2.019,0.002,-90,16.699
383,3,77,670.506,522.093,99933.585,87,185.186,174.754,NA,4.972,0.005,-113.962,-23.962
384,3,78,667.982,514.017,100858.896,196,193.648,183.032,NA,8.462,0.009,-107.354,6.608
385,3,79,664.448,505.435,101784.207,131,202.928,192.253,NA,9.281,0.01,-112.38,-5.026
386,3,80,662.429,502.406,102709.518,112,206.569,195.88,NA,3.64,0.004,-123.69,-11.31
387,3,81,662.429,502.406,103634.829,107,206.569,195.88,NA,0,0,0,123.69
388,3,82,660.41,499.882,104560.14,95,209.801,199.066,NA,3.232,0.003,-128.66,-128.66
389,3,83,659.4,497.863,105485.451,25,212.059,201.321,NA,2.258,0.002,-116.565,12.095
390,3,84,659.4,497.863,106410.762,109,212.059,201.321,NA,0,0,0,116.565
391,3,85,658.895,496.348,107336.073,204,213.655,202.891,NA,1.596,0.002,-108.435,-108.435
392,3,86,657.886,489.786,108261.384,137,220.295,209.138,NA,6.64,0.007,-98.746,9.689
393,3,87,656.876,487.262,109186.695,147,223.013,211.84,NA,2.718,0.003,-111.801,-13.055
394,3,88,655.866,486.757,110112.006,198,224.142,212.762,NA,1.129,0.001,-153.435,-41.634
395,3,89,655.362,486.757,111037.317,116,224.647,213.002,NA,0.505,5.456E-4,180,-26.565
396,3,90,655.362,486.757,111962.628,53,224.647,213.002,NA,0,0,0,-180
397,3,91,655.362,486.757,112887.939,159,224.647,213.002,NA,0,0,0,0
398,3,92,655.362,486.757,113813.25,42,224.647,213.002,NA,0,0,0,0
399,3,93,653.847,485.747,114738.561,68,226.467,214.613,NA,1.82,0.002,-146.31,-146.31
400,3,94,653.847,482.719,115663.872,65,229.495,217.275,NA,3.029,0.003,-90,56.31
401,3,95,652.838,480.699,116589.183,85,231.753,219.532,NA,2.258,0.002,-116.565,-26.565
402,3,96,652.838,480.699,117514.494,45,231.753,219.532,NA,0,0,0,116.565
403,3,97,652.838,480.699,118439.805,37,231.753,219.532,NA,0,0,0,0
404,3,98,651.323,480.699,119365.116,60,233.267,220.253,NA,1.514,0.002,180,180
405,3,99,650.314,480.699,120290.427,103,234.277,220.738,NA,1.01,0.001,180,0
406,3,100,650.314,480.699,121215.738,180,234.277,220.738,NA,0,0,0,-180
407,3,101,650.314,480.699,122141.049,63,234.277,220.738,NA,0,0,0,0
408,3,102,650.314,480.699,123066.36,47,234.277,220.738,NA,0,0,0,0
409,3,103,650.314,480.699,123991.671,33,234.277,220.738,NA,0,0,0,0
410,3,104,650.314,480.699,124916.982,31,234.277,220.738,NA,0,0,0,0
411,3,105,650.314,480.699,125842.292,32,234.277,220.738,NA,0,0,0,0
412,3,106,650.314,480.699,126767.603,26,234.277,220.738,NA,0,0,0,0
413,3,107,650.314,480.699,127692.914,27,234.277,220.738,NA,0,0,0,0
414,3,108,650.314,480.699,128618.225,118,234.277,220.738,NA,0,0,0,0
415,3,109,650.314,480.699,129543.536,26,234.277,220.738,NA,0,0,0,0
416,5,1,864.35,591.756,0,255,0,0,NA,NA,NA,NA,NA
417,5,2,864.35,591.251,925.311,253,0.505,0.505,NA,0.505,5.456E-4,-90,NA
418,5,3,864.35,590.747,1850.622,255,1.01,1.01,NA,0.505,5.456E-4,-90,0
419,5,4,863.846,590.747,2775.933,235,1.514,1.129,NA,0.505,5.456E-4,180,-90
420,5,5,863.846,590.747,3701.244,251,1.514,1.129,NA,0,0,0,-180
421,5,6,863.846,590.747,4626.555,254,1.514,1.129,NA,0,0,0,0
422,5,7,863.846,590.747,5551.866,244,1.514,1.129,NA,0,0,0,0
423,5,8,863.341,590.747,6477.177,254,2.019,1.428,NA,0.505,5.456E-4,180,180
424,5,9,863.341,590.747,7402.488,254,2.019,1.428,NA,0,0,0,-180
425,5,10,862.331,590.747,8327.799,252,3.029,2.258,NA,1.01,0.001,180,180
426,5,11,862.331,590.747,9253.11,254,3.029,2.258,NA,0,0,0,-180
427,5,12,862.331,590.747,10178.421,255,3.029,2.258,NA,0,0,0,0
428,5,13,862.331,590.747,11103.732,255,3.029,2.258,NA,0,0,0,0
429,5,14,861.826,590.242,12029.043,255,3.743,2.943,NA,0.714,7.715E-4,-135,-135
430,5,15,860.312,590.242,12954.354,255,5.257,4.313,NA,1.514,0.002,180,-45
431,5,16,859.807,590.242,13879.665,255,5.762,4.789,NA,0.505,5.456E-4,180,0
432,5,17,859.807,590.242,14804.976,244,5.762,4.789,NA,0,0,0,-180
433,5,18,857.788,590.242,15730.287,255,7.781,6.735,NA,2.019,0.002,180,180
434,5,19,857.788,590.242,16655.598,245,7.781,6.735,NA,0,0,0,-180
435,5,20,857.283,589.737,17580.909,140,8.495,7.35,NA,0.714,7.715E-4,-135,-135
436,5,21,855.769,587.718,18506.219,194,11.019,9.484,NA,2.524,0.003,-126.87,8.13
437,5,22,848.197,585.194,19431.53,249,19.001,17.436,NA,7.982,0.009,-161.565,-34.695
438,5,23,848.197,585.194,20356.841,255,19.001,17.436,NA,0,0,0,161.565
439,5,24,848.197,585.194,21282.152,250,19.001,17.436,NA,0,0,0,0
440,5,25,847.692,582.67,22207.463,254,21.575,18.976,NA,2.574,0.003,-101.31,-101.31
441,5,26,847.692,582.67,23132.774,255,21.575,18.976,NA,0,0,0,101.31
442,5,27,847.692,582.67,24058.085,255,21.575,18.976,NA,0,0,0,0
443,5,28,847.692,582.67,24983.396,156,21.575,18.976,NA,0,0,0,0
444,5,29,847.692,582.67,25908.707,190,21.575,18.976,NA,0,0,0,0
445,5,30,847.692,582.67,26834.018,231,21.575,18.976,NA,0,0,0,0
446,5,31,847.692,582.67,27759.329,154,21.575,18.976,NA,0,0,0,0
447,5,32,847.692,582.67,28684.64,207,21.575,18.976,NA,0,0,0,0
448,5,33,847.692,582.67,29609.951,101,21.575,18.976,NA,0,0,0,0
449,5,34,847.692,581.66,30535.262,116,22.584,19.479,NA,1.01,0.001,-90,-90
450,5,35,848.701,580.146,31460.573,232,24.404,19.486,NA,1.82,0.002,-56.31,33.69
451,5,36,850.721,578.631,32385.884,199,26.928,18.922,NA,2.524,0.003,-36.87,19.44
452,5,37,851.73,578.127,33311.195,255,28.057,18.575,NA,1.129,0.001,-26.565,10.305
453,5,38,851.73,578.127,34236.506,243,28.057,18.575,NA,0,0,0,26.565
454,5,39,851.73,578.127,35161.817,185,28.057,18.575,NA,0,0,0,0
455,5,40,851.73,578.127,36087.128,226,28.057,18.575,NA,0,0,0,0
456,5,41,851.73,578.127,37012.439,169,28.057,18.575,NA,0,0,0,0
457,5,42,852.235,577.117,37937.75,151,29.186,19.002,NA,1.129,0.001,-63.435,-63.435
458,5,43,852.235,576.612,38863.061,132,29.691,19.394,NA,0.505,5.456E-4,-90,-26.565
459,5,44,852.235,576.107,39788.372,99,30.196,19.791,NA,0.505,5.456E-4,-90,0
460,5,45,854.759,575.098,40713.683,150,32.914,19.222,NA,2.718,0.003,-21.801,68.199
461,5,46,854.759,575.098,41638.994,140,32.914,19.222,NA,0,0,0,21.801
462,5,47,855.769,575.098,42564.305,174,33.924,18.739,NA,1.01,0.001,0,0
463,5,48,855.769,575.098,43489.616,189,33.924,18.739,NA,0,0,0,0
464,5,49,857.788,573.583,44414.927,123,36.448,19.322,NA,2.524,0.003,-36.87,-36.87
465,5,50,857.788,573.583,45340.238,110,36.448,19.322,NA,0,0,0,36.87
466,5,51,857.788,573.583,46265.549,90,36.448,19.322,NA,0,0,0,0
467,5,52,857.788,573.583,47190.86,133,36.448,19.322,NA,0,0,0,0
468,5,53,857.788,573.583,48116.171,151,36.448,19.322,NA,0,0,0,0
469,5,54,857.788,573.583,49041.482,139,36.448,19.322,NA,0,0,0,0
470,5,55,857.788,573.583,49966.793,118,36.448,19.322,NA,0,0,0,0
471,5,56,847.692,573.583,50892.104,219,46.544,24.653,NA,10.096,0.011,180,180
472,5,57,847.692,573.583,51817.415,224,46.544,24.653,NA,0,0,0,-180
473,5,58,847.692,573.583,52742.726,241,46.544,24.653,NA,0,0,0,0
474,5,59,843.653,572.574,53668.036,255,50.706,28.219,NA,4.163,0.004,-165.964,-165.964
475,5,60,839.615,568.535,54593.347,255,56.418,33.927,NA,5.711,0.006,-135,30.964
476,5,61,839.11,567.021,55518.658,254,58.014,35.34,NA,1.596,0.002,-108.435,26.565
477,5,62,839.11,567.021,56443.969,253,58.014,35.34,NA,0,0,0,108.435
478,5,63,839.11,567.021,57369.28,255,58.014,35.34,NA,0,0,0,0
479,5,64,838.605,565.002,58294.591,245,60.095,37.13,NA,2.081,0.002,-104.036,-104.036
480,5,65,838.605,565.002,59219.902,255,60.095,37.13,NA,0,0,0,104.036
481,5,66,838.605,565.002,60145.213,229,60.095,37.13,NA,0,0,0,0
482,5,67,837.091,561.973,61070.524,205,63.482,40.375,NA,3.386,0.004,-116.565,-116.565
483,5,68,837.091,561.973,61995.835,248,63.482,40.375,NA,0,0,0,116.565
484,5,69,837.091,561.973,62921.146,250,63.482,40.375,NA,0,0,0,0
485,5,70,836.586,558.944,63846.457,255,66.552,42.982,NA,3.071,0.003,-99.462,-99.462
486,5,71,833.557,550.867,64771.768,240,75.178,51.187,NA,8.626,0.009,-110.556,-11.094
487,5,72,833.557,549.858,65697.079,248,76.188,51.997,NA,1.01,0.001,-90,20.556
488,5,73,833.053,547.334,66622.39,247,78.762,54.341,NA,2.574,0.003,-101.31,-11.31
489,5,74,832.043,544.81,67547.701,238,81.48,56.989,NA,2.718,0.003,-111.801,-10.491
490,5,75,832.043,544.81,68473.012,251,81.48,56.989,NA,0,0,0,111.801
491,5,76,832.043,544.81,69398.323,232,81.48,56.989,NA,0,0,0,0
492,5,77,832.043,544.81,70323.634,216,81.48,56.989,NA,0,0,0,0
493,5,78,832.043,544.81,71248.945,193,81.48,56.989,NA,0,0,0,0
494,5,79,831.538,540.266,72174.256,128,86.052,61.056,NA,4.571,0.005,-96.34,-96.34
495,5,80,831.538,538.752,73099.567,110,87.566,62.339,NA,1.514,0.002,-90,6.34
496,5,81,831.538,538.752,74024.878,146,87.566,62.339,NA,0,0,0,90
497,5,82,831.538,534.713,74950.189,112,91.604,65.807,NA,4.038,0.004,-90,-90
498,5,83,831.538,531.685,75875.5,128,94.633,68.449,NA,3.029,0.003,-90,0
499,5,84,831.538,528.151,76800.811,127,98.167,71.57,NA,3.534,0.004,-90,0
500,5,85,831.538,519.569,77726.122,244,106.749,79.294,NA,8.582,0.009,-90,0
501,5,86,830.024,515.026,78651.433,129,111.538,84.059,NA,4.789,0.005,-108.435,-18.435
502,5,87,824.471,501.396,79576.744,137,126.255,98.769,NA,14.717,0.016,-112.166,-3.731
503,5,88,823.966,498.368,80502.055,81,129.326,101.746,NA,3.071,0.003,-99.462,12.704
504,5,89,823.966,498.368,81427.366,138,129.326,101.746,NA,0,0,0,99.462
505,5,90,823.966,498.368,82352.677,142,129.326,101.746,NA,0,0,0,0
506,5,91,823.966,498.368,83277.988,184,129.326,101.746,NA,0,0,0,0
507,5,92,823.966,498.368,84203.299,177,129.326,101.746,NA,0,0,0,0
508,5,93,823.966,498.368,85128.61,115,129.326,101.746,NA,0,0,0,0
509,5,94,821.947,495.844,86053.921,74,132.558,104.868,NA,3.232,0.003,-128.66,-128.66
510,5,95,820.937,488.272,86979.232,142,140.197,112.222,NA,7.639,0.008,-97.595,31.065
511,5,96,818.413,483.223,87904.543,175,145.841,117.854,NA,5.644,0.006,-116.565,-18.97
512,5,97,818.918,481.709,88829.854,134,147.437,119.057,NA,1.596,0.002,-71.565,45
513,5,98,818.918,481.709,89755.164,232,147.437,119.057,NA,0,0,0,71.565
514,5,99,818.918,481.709,90680.475,221,147.437,119.057,NA,0,0,0,0
515,5,100,818.413,479.185,91605.786,190,150.011,121.583,NA,2.574,0.003,-101.31,-101.31
516,5,101,818.413,479.185,92531.097,111,150.011,121.583,NA,0,0,0,101.31
517,5,102,817.404,477.671,93456.408,149,151.831,123.367,NA,1.82,0.002,-123.69,-123.69
518,5,103,817.404,476.661,94381.719,164,152.841,124.302,NA,1.01,0.001,-90,33.69
519,5,104,816.899,475.147,95307.03,144,154.437,125.895,NA,1.596,0.002,-108.435,-18.435
520,5,105,816.899,474.642,96232.341,184,154.942,126.362,NA,0.505,5.456E-4,-90,18.435
521,5,106,816.899,474.642,97157.652,169,154.942,126.362,NA,0,0,0,90
522,5,107,815.889,474.642,98082.963,155,155.952,126.745,NA,1.01,0.001,180,180
523,5,108,815.384,471.613,99008.274,91,159.022,129.739,NA,3.071,0.003,-99.462,80.538
524,5,109,814.88,469.089,99933.585,245,161.596,132.267,NA,2.574,0.003,-101.31,-1.848
525,5,110,814.375,466.06,100858.896,167,164.667,135.267,NA,3.071,0.003,-99.462,1.848
526,5,111,813.365,463.031,101784.207,189,167.86,138.454,NA,3.193,0.003,-108.435,-8.973
527,5,112,811.346,454.954,102709.518,140,176.185,146.711,NA,8.325,0.009,-104.036,4.399
528,5,113,808.317,440.315,103634.829,127,191.134,161.475,NA,14.949,0.016,-101.689,2.347
529,5,114,803.774,418.609,104560.14,111,213.311,183.438,NA,22.177,0.024,-101.821,-0.132
530,5,115,803.269,415.075,105485.451,84,216.881,186.942,NA,3.57,0.004,-98.13,3.691
531,5,116,799.231,409.522,106410.762,176,223.747,193.52,NA,6.866,0.007,-126.027,-27.897
532,5,117,798.726,407.503,107336.073,106,225.828,195.591,NA,2.081,0.002,-104.036,21.991
533,5,118,798.726,406.998,108261.384,92,226.333,196.067,NA,0.505,5.456E-4,-90,14.036
534,5,119,798.726,405.484,109186.695,85,227.847,197.494,NA,1.514,0.002,-90,0
535,5,120,797.211,403.464,110112.006,91,230.371,199.904,NA,2.524,0.003,-126.87,-36.87
536,5,121,796.202,398.921,111037.317,104,235.026,204.523,NA,4.654,0.005,-102.529,24.341
537,5,122,795.697,398.416,111962.628,63,235.739,205.167,NA,0.714,7.715E-4,-135,-32.471
538,5,123,795.697,398.416,112887.939,76,235.739,205.167,NA,0,0,0,135
539,5,124,795.697,398.416,113813.25,149,235.739,205.167,NA,0,0,0,0
540,5,125,795.697,398.416,114738.561,140,235.739,205.167,NA,0,0,0,0
541,5,126,793.678,395.892,115663.872,84,238.972,208.224,NA,3.232,0.003,-128.66,-128.66
542,5,127,793.173,393.368,116589.183,91,241.546,210.77,NA,2.574,0.003,-101.31,27.35
543,5,128,793.173,392.864,117514.494,42,242.051,211.245,NA,0.505,5.456E-4,-90,11.31
544,5,129,793.173,392.864,118439.805,56,242.051,211.245,NA,0,0,0,90
545,5,130,792.163,389.33,119365.116,82,245.726,214.912,NA,3.675,0.004,-105.945,-105.945
546,5,131,792.163,389.33,120290.427,95,245.726,214.912,NA,0,0,0,105.945
547,5,132,791.659,388.825,121215.738,23,246.439,215.558,NA,0.714,7.715E-4,-135,-135
548,5,133,789.135,386.806,122141.049,90,249.672,218.316,NA,3.232,0.003,-141.34,-6.34
549,5,134,789.135,386.806,123066.36,153,249.672,218.316,NA,0,0,0,141.34
550,5,135,789.135,386.806,123991.671,36,249.672,218.316,NA,0,0,0,0
551,5,136,789.135,386.806,124916.982,36,249.672,218.316,NA,0,0,0,0
552,5,137,789.135,386.806,125842.292,37,249.672,218.316,NA,0,0,0,0
553,5,138,789.135,386.806,126767.603,25,249.672,218.316,NA,0,0,0,0
554,5,139,789.135,386.806,127692.914,6,249.672,218.316,NA,0,0,0,0
555,5,140,788.63,387.311,128618.225,32,250.386,218.017,NA,0.714,7.715E-4,135,135
556,5,141,788.63,387.311,129543.536,26,250.386,218.017,NA,0,0,0,-135
557,5,142,788.63,387.311,130468.847,41,250.386,218.017,NA,0,0,0,0
558,5,143,788.63,387.311,131394.158,32,250.386,218.017,NA,0,0,0,0
559,5,144,788.63,387.311,132319.469,11,250.386,218.017,NA,0,0,0,0
560,5,145,788.63,387.311,133244.78,16,250.386,218.017,NA,0,0,0,0
561,5,146,788.63,387.311,134170.091,61,250.386,218.017,NA,0,0,0,0
562,5,147,788.63,385.796,135095.402,92,251.9,219.438,NA,1.514,0.002,-90,-90
563,5,148,788.63,385.796,136020.713,30,251.9,219.438,NA,0,0,0,90
564,5,149,788.63,385.796,136946.024,32,251.9,219.438,NA,0,0,0,0
565,6,1,721.996,716.948,40713.683,218,0,0,NA,NA,NA,NA,NA
566,6,2,721.996,716.948,41638.994,175,0,0,NA,0,0,0,NA
567,6,3,721.996,716.948,42564.305,159,0,0,NA,0,0,0,0
568,6,4,718.967,713.414,43489.616,255,4.654,4.654,NA,4.654,0.005,-130.601,-130.601
569,6,5,717.452,712.404,44414.927,209,6.474,6.425,NA,1.82,0.002,-146.31,-15.709
570,6,6,713.919,710.89,45340.238,141,10.319,10.096,NA,3.844,0.004,-156.801,-10.491
571,6,7,711.9,709.88,46265.549,210,12.576,12.324,NA,2.258,0.002,-153.435,3.366
572,6,8,708.871,708.871,47190.86,226,15.769,15.411,NA,3.193,0.003,-161.565,-8.13
573,6,9,706.852,706.347,48116.171,149,19.001,18.486,NA,3.232,0.003,-128.66,32.905
574,6,10,705.842,705.842,49041.482,145,20.13,19.603,NA,1.129,0.001,-153.435,-24.775
575,6,11,705.337,705.337,49966.793,187,20.844,20.305,NA,0.714,7.715E-4,-135,18.435
576,6,12,703.823,704.832,50892.104,255,22.44,21.841,NA,1.596,0.002,-161.565,-26.565
577,6,13,702.308,703.823,51817.415,252,24.26,23.661,NA,1.82,0.002,-146.31,15.255
578,6,14,701.804,703.318,52742.726,235,24.974,24.362,NA,0.714,7.715E-4,-135,11.31
579,6,15,700.289,702.308,53668.036,252,26.794,26.182,NA,1.82,0.002,-146.31,-11.31
580,6,16,699.784,702.308,54593.347,223,27.299,26.602,NA,0.505,5.456E-4,180,-33.69
581,6,17,699.784,702.308,55518.658,204,27.299,26.602,NA,0,0,0,-180
582,6,18,699.784,702.308,56443.969,251,27.299,26.602,NA,0,0,0,0
583,6,19,697.765,701.299,57369.28,252,29.557,28.845,NA,2.258,0.002,-153.435,-153.435
584,6,20,697.765,701.299,58294.591,253,29.557,28.845,NA,0,0,0,153.435
585,6,21,697.765,701.299,59219.902,248,29.557,28.845,NA,0,0,0,0
586,6,22,695.746,700.794,60145.213,200,31.638,30.822,NA,2.081,0.002,-165.964,-165.964
587,6,23,695.746,700.794,61070.524,196,31.638,30.822,NA,0,0,0,165.964
588,6,24,695.746,700.794,61995.835,255,31.638,30.822,NA,0,0,0,0
589,6,25,695.746,700.794,62921.146,250,31.638,30.822,NA,0,0,0,0
590,6,26,695.746,700.794,63846.457,255,31.638,30.822,NA,0,0,0,0
591,6,27,695.746,700.794,64771.768,164,31.638,30.822,NA,0,0,0,0
592,6,28,695.746,700.794,65697.079,174,31.638,30.822,NA,0,0,0,0
593,6,29,695.746,700.794,66622.39,210,31.638,30.822,NA,0,0,0,0
594,6,30,695.746,700.794,67547.701,255,31.638,30.822,NA,0,0,0,0
595,6,31,693.222,699.784,68473.012,166,34.356,33.504,NA,2.718,0.003,-158.199,-158.199
596,6,32,693.222,699.784,69398.323,193,34.356,33.504,NA,0,0,0,158.199
597,6,33,693.222,699.784,70323.634,122,34.356,33.504,NA,0,0,0,0
598,6,34,691.707,698.775,71248.945,168,36.177,35.322,NA,1.82,0.002,-146.31,-146.31
599,6,35,690.698,698.27,72174.256,181,37.305,36.447,NA,1.129,0.001,-153.435,-7.125
600,6,36,689.183,697.26,73099.567,160,39.125,38.265,NA,1.82,0.002,-146.31,7.125
601,6,37,689.183,697.26,74024.878,186,39.125,38.265,NA,0,0,0,146.31
602,6,38,689.183,697.26,74950.189,147,39.125,38.265,NA,0,0,0,0
603,6,39,689.183,697.26,75875.5,162,39.125,38.265,NA,0,0,0,0
604,6,40,689.183,697.26,76800.811,200,39.125,38.265,NA,0,0,0,0
605,6,41,686.155,695.241,77726.122,132,42.766,41.902,NA,3.64,0.004,-146.31,-146.31
606,6,42,686.155,695.241,78651.433,237,42.766,41.902,NA,0,0,0,146.31
607,6,43,684.64,694.736,79576.744,101,44.362,43.46,NA,1.596,0.002,-161.565,-161.565
608,6,44,683.631,694.231,80502.055,255,45.491,44.586,NA,1.129,0.001,-153.435,8.13
609,6,45,682.621,694.231,81427.366,57,46.5,45.458,NA,1.01,0.001,180,-26.565
610,6,46,682.621,694.231,82352.677,115,46.5,45.458,NA,0,0,0,-180
611,6,47,682.621,694.231,83277.988,164,46.5,45.458,NA,0,0,0,0
612,6,48,680.602,693.222,84203.299,144,48.758,47.711,NA,2.258,0.002,-153.435,-153.435
